title_id	parent_tv_show_title_id	season_number	episode_number
tt10028392	tt9859616	1	48
tt10028394	tt9859616	1	49
tt10028398	tt9859616	1	50
tt10028400	tt9859616	1	51
tt10028402	tt9859616	1	52
tt10028404	tt9859616	1	53
tt10028406	tt9859616	1	54
tt10028408	tt9859616	1	55
tt10028412	tt9859616	1	56
tt10035764	tt2213962	5	1
tt10035830	tt2213962	1	1
tt10171334	tt8656264	\N	\N
tt10171350	tt8656264	\N	\N
tt10171368	tt8656264	\N	\N
tt10171378	tt8656264	\N	\N
tt10171380	tt8656264	\N	\N
tt10184944	tt8656264	\N	\N
tt10184952	tt8656264	\N	\N
tt10184960	tt8656264	\N	\N
tt1023266	tt0052507	2	1
tt1030371	tt0052507	2	2
tt10369040	tt5963320	1	1
tt10369048	tt5963320	1	2
tt10369060	tt5963320	1	3
tt10369066	tt5963320	1	4
tt10369072	tt5963320	1	5
tt10369076	tt5963320	1	6
tt10369082	tt5963320	1	7
tt10369274	tt5963320	1	8
tt10369276	tt5963320	1	9
tt10369278	tt5963320	1	10
tt10369280	tt5963320	1	11
tt10369284	tt5963320	1	12
tt10369298	tt5963320	1	13
tt10369300	tt5963320	1	14
tt10369302	tt5963320	1	15
tt10369304	tt5963320	1	16
tt10369306	tt5963320	1	17
tt10369308	tt5963320	1	18
tt10369314	tt5963320	1	19
tt10369316	tt5963320	1	20
tt10396944	tt5963320	2	1
tt10396958	tt5963320	2	2
tt10397000	tt5963320	2	3
tt10397022	tt5963320	2	4
tt10397174	tt5963320	2	5
tt10397194	tt5963320	2	6
tt10397210	tt5963320	2	7
tt10397230	tt5963320	2	8
tt10397244	tt5963320	2	9
tt10397248	tt5963320	2	10
tt10397252	tt5963320	2	11
tt10397260	tt5963320	2	12
tt10397266	tt5963320	2	13
tt10397272	tt5963320	2	14
tt10397274	tt5963320	2	15
tt10397280	tt5963320	2	16
tt10397286	tt5963320	2	17
tt10397294	tt5963320	2	18
tt10397296	tt5963320	2	19
tt10418514	tt8656264	\N	\N
tt10453942	tt8656264	\N	\N
tt10453948	tt8656264	\N	\N
tt10860306	tt8656264	\N	\N
tt10860312	tt8656264	\N	\N
tt10860318	tt8656264	\N	\N
tt10868466	tt8656264	\N	\N
tt10876888	tt8656264	\N	\N
tt11132174	tt8656264	\N	\N
tt11132176	tt8656264	\N	\N
tt11132178	tt8656264	\N	\N
tt11155136	tt8656264	\N	\N
tt11155138	tt8656264	\N	\N
tt11197220	tt8656264	\N	\N
tt11197238	tt8656264	\N	\N
tt11197242	tt8656264	\N	\N
tt11217746	tt8656264	\N	\N
tt11245430	tt8656264	\N	\N
tt11245434	tt8656264	\N	\N
tt11282530	tt8656264	\N	\N
tt11282542	tt8656264	\N	\N
tt11399158	tt8656264	\N	\N
tt11429014	tt8656264	\N	\N
tt11429018	tt8656264	\N	\N
tt11484548	tt8656264	\N	\N
tt11484558	tt8656264	\N	\N
tt11812238	tt8656264	\N	\N
tt11812240	tt8656264	\N	\N
tt11812242	tt8656264	\N	\N
tt11820486	tt8656264	\N	\N
tt11916632	tt8656264	\N	\N
tt11916636	tt8656264	\N	\N
tt11939558	tt8656264	\N	\N
tt11972880	tt8656264	\N	\N
tt11979220	tt8656264	\N	\N
tt11979238	tt8656264	\N	\N
tt12073374	tt2213962	\N	\N
tt12280154	tt8656264	\N	\N
tt12280156	tt8656264	\N	\N
tt12280158	tt8656264	\N	\N
tt12280160	tt8656264	\N	\N
tt12318024	tt8656264	\N	\N
tt12318026	tt8656264	\N	\N
tt12318028	tt8656264	\N	\N
tt12318030	tt8656264	\N	\N
tt12379894	tt8656264	\N	\N
tt12379896	tt8656264	\N	\N
tt12379898	tt8656264	\N	\N
tt12450966	tt8656264	\N	\N
tt12450972	tt8656264	\N	\N
tt12450976	tt8656264	\N	\N
tt12481882	tt8656264	\N	\N
tt12481884	tt8656264	\N	\N
tt12481888	tt8656264	\N	\N
tt12502606	tt8656264	\N	\N
tt12502610	tt8656264	\N	\N
tt12502618	tt8656264	\N	\N
tt12530568	tt8656264	\N	\N
tt12530572	tt8656264	\N	\N
tt12571894	tt8656264	\N	\N
tt12582728	tt8656264	\N	\N
tt12670526	tt8656264	\N	\N
tt12670530	tt8656264	\N	\N
tt12670532	tt8656264	\N	\N
tt12670534	tt8656264	\N	\N
tt12675394	tt8656264	\N	\N
tt12675398	tt8656264	\N	\N
tt12675406	tt8656264	\N	\N
tt12681158	tt8656264	\N	\N
tt12681162	tt8656264	\N	\N
tt12681168	tt8656264	\N	\N
tt12681174	tt8656264	\N	\N
tt12688150	tt8656264	\N	\N
tt12688158	tt8656264	\N	\N
tt12688164	tt8656264	\N	\N
tt12694570	tt8656264	\N	\N
tt12694588	tt8656264	\N	\N
tt12694590	tt8656264	\N	\N
tt12694594	tt8656264	\N	\N
tt12699582	tt8656264	\N	\N
tt12699586	tt8656264	\N	\N
tt12699590	tt8656264	\N	\N
tt12699592	tt8656264	\N	\N
tt12705608	tt8656264	\N	\N
tt12705612	tt8656264	\N	\N
tt12705620	tt8656264	\N	\N
tt12746004	tt8656264	\N	\N
tt12746010	tt8656264	\N	\N
tt12757256	tt8656264	\N	\N
tt12757260	tt8656264	\N	\N
tt12761074	tt8656264	\N	\N
tt12761082	tt8656264	\N	\N
tt12780050	tt8656264	\N	\N
tt12780054	tt8656264	\N	\N
tt12780056	tt8656264	\N	\N
tt12808542	tt8656264	\N	\N
tt12808544	tt8656264	\N	\N
tt12828342	tt8656264	\N	\N
tt12828352	tt8656264	\N	\N
tt12828362	tt8656264	\N	\N
tt12860756	tt8656264	\N	\N
tt12860762	tt8656264	\N	\N
tt12912398	tt8656264	\N	\N
tt12912412	tt8656264	\N	\N
tt12912428	tt8656264	\N	\N
tt12942554	tt8656264	\N	\N
tt12942558	tt8656264	\N	\N
tt12942564	tt8656264	\N	\N
tt12950752	tt8656264	\N	\N
tt12950756	tt8656264	\N	\N
tt13068394	tt8656264	\N	\N
tt13068398	tt8656264	\N	\N
tt13068400	tt8656264	\N	\N
tt13068404	tt8656264	\N	\N
tt13071994	tt8656264	\N	\N
tt13071996	tt8656264	\N	\N
tt13071998	tt8656264	\N	\N
tt13072002	tt8656264	\N	\N
tt13072006	tt8656264	\N	\N
tt13179570	tt8656264	\N	\N
tt13183224	tt8661306	2	1
tt13183300	tt8661306	2	2
tt13183378	tt8661306	2	3
tt13183384	tt8661306	2	4
tt13183410	tt8661306	2	5
tt13432072	tt8656264	\N	\N
tt13432076	tt8656264	\N	\N
tt13432078	tt8656264	\N	\N
tt13551282	tt2213962	5	2
tt13551286	tt2213962	5	3
tt13551298	tt2213962	5	4
tt13551796	tt2213962	5	5
tt13551812	tt2213962	5	6
tt13553210	tt2213962	5	7
tt13553286	tt2213962	5	8
tt13553298	tt2213962	5	9
tt13553308	tt2213962	5	10
tt13553324	tt2213962	5	11
tt13553414	tt2213962	5	12
tt13553438	tt2213962	5	13
tt13555116	tt2213962	6	1
tt13555124	tt2213962	6	2
tt13555138	tt2213962	6	3
tt13555146	tt2213962	6	4
tt13555150	tt2213962	6	5
tt13555156	tt2213962	6	6
tt13555160	tt2213962	6	7
tt13555170	tt2213962	6	8
tt13555174	tt2213962	6	9
tt13555186	tt2213962	6	10
tt13555194	tt2213962	6	11
tt13555202	tt2213962	6	12
tt13555210	tt2213962	6	13
tt13629060	tt8656264	\N	\N
tt13629064	tt8656264	\N	\N
tt1368227	tt0885761	2	1
tt1368228	tt0885761	2	2
tt1369144	tt0885761	2	3
tt1369145	tt0885761	2	4
tt1369146	tt0885761	2	5
tt1369147	tt0885761	2	6
tt13879504	tt2213962	7	1
tt13879508	tt2213962	7	2
tt13879512	tt2213962	7	3
tt13879514	tt2213962	7	4
tt13879520	tt2213962	7	5
tt13879524	tt2213962	7	6
tt13879530	tt2213962	7	7
tt13879534	tt2213962	7	8
tt13879542	tt2213962	7	9
tt13879546	tt2213962	7	10
tt13900282	tt2213962	2	11
tt13900288	tt2213962	2	12
tt13900782	tt2213962	7	11
tt13924130	tt8656264	\N	\N
tt13924134	tt8656264	\N	\N
tt13945158	tt2213962	7	12
tt13993514	tt2213962	7	13
tt14153786	tt8656264	\N	\N
tt14153788	tt8656264	\N	\N
tt14160982	tt8656264	\N	\N
tt14160986	tt8656264	\N	\N
tt14180216	tt8656264	\N	\N
tt14247536	tt8656264	\N	\N
tt14247546	tt8656264	\N	\N
tt14247556	tt8656264	\N	\N
tt14254488	tt8656264	\N	\N
tt14277914	tt8656264	\N	\N
tt14279262	tt8656264	\N	\N
tt14312898	tt8656264	\N	\N
tt14312920	tt8656264	\N	\N
tt14329700	tt8656264	\N	\N
tt14329702	tt8656264	\N	\N
tt14531076	tt8656264	\N	\N
tt14531080	tt8656264	\N	\N
tt1453373	tt0103436	1	13
tt14674758	tt8656264	\N	\N
tt14674764	tt8656264	\N	\N
tt14674768	tt8656264	\N	\N
tt14676808	tt2213962	8	1
tt14849798	tt8656264	\N	\N
tt14849800	tt8656264	\N	\N
tt14966502	tt8656264	\N	\N
tt14966506	tt8656264	\N	\N
tt14989048	tt8656264	\N	\N
tt15041392	tt8656264	\N	\N
tt15226138	tt8656264	\N	\N
tt15226140	tt8656264	\N	\N
tt15676724	tt0103436	\N	\N
tt15685116	tt8656264	\N	\N
tt1574907	tt0885761	3	1
tt1574908	tt0885761	3	2
tt1574909	tt0885761	3	3
tt1574910	tt0885761	3	4
tt1574911	tt0885761	3	5
tt1574912	tt0885761	3	6
tt15895576	tt8656264	\N	\N
tt16031776	tt8656264	\N	\N
tt16153428	tt8656264	\N	\N
tt16223746	tt8656264	\N	\N
tt16259336	tt2213962	8	2
tt16288634	tt8656264	\N	\N
tt16382516	tt2213962	8	3
tt16391292	tt2213962	8	4
tt16421064	tt8656264	\N	\N
tt16424748	tt2213962	8	5
tt16443112	tt8656264	\N	\N
tt16453406	tt2213962	8	6
tt16453408	tt2213962	8	7
tt16761468	tt15791630	1	1
tt16913146	tt8656264	\N	\N
tt17052500	tt2213962	8	8
tt17292774	tt2213962	8	9
tt17507372	tt2213962	8	10
tt18334616	tt8656264	\N	\N
tt18554716	tt8656264	\N	\N
tt18574134	tt8656264	\N	\N
tt18574302	tt8656264	\N	\N
tt18574366	tt8656264	\N	\N
tt18747512	tt8656264	\N	\N
tt18747686	tt8656264	\N	\N
tt1904189	tt0052507	2	15
tt1904190	tt0052507	2	16
tt1904191	tt0052507	2	17
tt1904192	tt0052507	2	18
tt19632590	tt15791630	1	2
tt19655926	tt15791630	1	3
tt19655928	tt15791630	1	4
tt19655930	tt15791630	1	5
tt19655936	tt15791630	1	6
tt19655940	tt15791630	1	7
tt19655946	tt15791630	1	8
tt19655956	tt15791630	1	9
tt19655958	tt15791630	1	10
tt21260566	tt15791630	2	1
tt2138188	tt0052507	2	10
tt2138292	tt0052507	2	9
tt2138388	tt0052507	2	12
tt2138502	tt0052507	2	11
tt2139154	tt0052507	2	13
tt2139156	tt0052507	2	14
tt2142314	tt0052507	2	44
tt2142316	tt0052507	2	45
tt2142318	tt0052507	3	1
tt2142320	tt0052507	3	2
tt2142322	tt0052507	4	3
tt2142356	tt0052507	2	19
tt2142412	tt0052507	2	20
tt2154027	tt0105929	6	1
tt2160491	tt0105929	6	2
tt22456240	tt15791630	2	2
tt2250284	tt0052507	2	21
tt22524144	tt15791630	2	3
tt2254136	tt0052507	2	22
tt2267016	tt0105929	6	3
tt22768292	tt15791630	2	4
tt22872830	tt15791630	2	5
tt2325722	tt0052507	4	9
tt23317666	tt15791630	2	6
tt23317836	tt15791630	2	7
tt23636046	tt15791630	2	8
tt23722922	tt2213962	9	1
tt23746238	tt2213962	9	2
tt23750518	tt15791630	2	9
tt23831518	tt2213962	9	3
tt23839392	tt15791630	2	10
tt2394702	tt0052507	2	3
tt2394704	tt0052507	2	4
tt2394706	tt0052507	2	5
tt2394708	tt0052507	2	6
tt2394818	tt0052507	2	7
tt2394820	tt0052507	2	8
tt24218002	tt2213962	9	4
tt24658220	tt2213962	9	5
tt25394838	tt2213962	9	6
tt25786064	tt2213962	9	7
tt26232884	tt2213962	9	8
tt26422209	tt2213962	9	9
tt26472475	tt2213962	9	10
tt3014738	tt2971420	\N	\N
tt3366114	tt0052507	2	26
tt4706944	tt4491456	1	1
tt4760070	tt4491456	1	2
tt4767822	tt4491456	1	3
tt4767824	tt4491456	1	4
tt4767828	tt4491456	1	5
tt4767830	tt4491456	1	6
tt4767832	tt4491456	1	7
tt4767834	tt4491456	1	8
tt5211826	tt0052507	2	23
tt5211828	tt0052507	2	24
tt5211830	tt0052507	2	25
tt5211834	tt0052507	2	27
tt5211836	tt0052507	2	28
tt5211838	tt0052507	2	29
tt5211840	tt0052507	2	30
tt5211844	tt0052507	2	31
tt5211846	tt0052507	2	32
tt5211848	tt0052507	2	33
tt5211850	tt0052507	2	34
tt5211854	tt0052507	2	35
tt5211856	tt0052507	2	36
tt5211860	tt0052507	2	37
tt5211862	tt0052507	2	39
tt5211864	tt0052507	2	38
tt5211866	tt0052507	2	40
tt5211868	tt0052507	2	42
tt5211870	tt0052507	2	41
tt5211874	tt0052507	2	43
tt5211892	tt0052507	2	46
tt5211894	tt0052507	2	47
tt5211896	tt0052507	2	48
tt5211900	tt0052507	2	49
tt5211902	tt0052507	2	50
tt5211904	tt0052507	2	51
tt5211906	tt0052507	2	52
tt5211908	tt0052507	3	3
tt5211910	tt0052507	3	4
tt5211912	tt0052507	3	5
tt5211914	tt0052507	3	7
tt5211916	tt0052507	3	6
tt5211920	tt0052507	3	8
tt5211922	tt0052507	3	10
tt5211924	tt0052507	3	9
tt5211926	tt0052507	3	11
tt5211928	tt0052507	3	12
tt5211930	tt0052507	3	13
tt5211932	tt0052507	3	14
tt5211936	tt0052507	3	16
tt5211938	tt0052507	3	15
tt5211940	tt0052507	3	17
tt5211942	tt0052507	3	18
tt5211944	tt0052507	3	19
tt5211946	tt0052507	3	20
tt5211950	tt0052507	4	1
tt5211952	tt0052507	4	2
tt5211954	tt0052507	4	4
tt5211958	tt0052507	4	5
tt5211960	tt0052507	4	6
tt5211962	tt0052507	4	7
tt5211966	tt0052507	4	8
tt5211968	tt0052507	4	10
tt5211974	tt0052507	4	11
tt5211982	tt0052507	5	3
tt5211988	tt0052507	5	5
tt5211992	tt0052507	5	6
tt5211994	tt0052507	5	8
tt5211996	tt0052507	5	11
tt5211998	tt0052507	5	9
tt5212002	tt0052507	5	12
tt5212006	tt0052507	5	14
tt5212008	tt0052507	5	16
tt5212010	tt0052507	5	17
tt5212016	tt0052507	5	19
tt5212018	tt0052507	5	20
tt5212022	tt0052507	5	23
tt5212026	tt0052507	5	22
tt5212028	tt0052507	5	25
tt5212032	tt0052507	5	28
tt5212034	tt0052507	5	29
tt5212036	tt0052507	5	26
tt5212038	tt0052507	5	31
tt5212046	tt0052507	5	32
tt5600344	tt5594490	1	1
tt5604254	tt5594490	1	2
tt5610038	tt5594490	1	3
tt5610042	tt5594490	1	4
tt5610044	tt5594490	1	5
tt5610046	tt5594490	1	6
tt6225160	tt5594490	2	1
tt6234272	tt5594490	2	2
tt6234278	tt5594490	2	3
tt6234284	tt5594490	2	4
tt6234290	tt5594490	2	5
tt6234296	tt5594490	2	6
tt6234298	tt5594490	2	7
tt6234302	tt5594490	2	8
tt6234314	tt5594490	2	9
tt6234316	tt5594490	2	10
tt6643642	tt2213962	3	1
tt6653750	tt2213962	3	2
tt6653758	tt2213962	3	3
tt6653790	tt2213962	3	4
tt6705696	tt2213962	3	5
tt6705702	tt2213962	3	6
tt6705712	tt2213962	3	7
tt6705716	tt2213962	3	8
tt6705722	tt2213962	3	9
tt6705726	tt2213962	3	10
tt6725574	tt2213962	4	1
tt6869992	tt2213962	2	1
tt6869996	tt2213962	2	2
tt6869998	tt2213962	2	3
tt6923524	tt2213962	2	4
tt6923534	tt2213962	2	5
tt6923536	tt2213962	2	6
tt6923538	tt2213962	2	8
tt6923540	tt2213962	2	7
tt6923542	tt2213962	2	9
tt6923560	tt2213962	4	2
tt7005732	tt2213962	2	10
tt7235738	tt5594490	3	5
tt7335358	tt5594490	3	3
tt7335360	tt5594490	3	8
tt7386114	tt5594490	3	4
tt7386118	tt5594490	3	1
tt7400632	tt5905344	1	13
tt7428122	tt5594490	3	2
tt7428146	tt5594490	3	6
tt7428170	tt5594490	3	7
tt7428184	tt5594490	3	9
tt7428216	tt5594490	3	10
tt7445970	tt2971420	1	6
tt7445980	tt2971420	1	5
tt7445986	tt2971420	1	1
tt7445996	tt2971420	1	2
tt7446002	tt2971420	1	3
tt7446008	tt2971420	1	4
tt7478812	tt2213962	4	3
tt7599252	tt2213962	4	4
tt7599268	tt2213962	4	5
tt7601738	tt2213962	4	6
tt8142496	tt2213962	4	7
tt8142500	tt2213962	4	8
tt8142502	tt2213962	4	9
tt8142506	tt2213962	4	10
tt8142510	tt2213962	4	11
tt8142512	tt2213962	4	12
tt8142518	tt2213962	4	13
tt8192924	tt0052507	5	1
tt8664258	tt8656264	1	1
tt8664260	tt8656264	\N	\N
tt8664262	tt8656264	\N	\N
tt8664266	tt8656264	\N	\N
tt8664274	tt8656264	\N	\N
tt8665814	tt8661306	1	1
tt8666104	tt8661306	1	2
tt8666106	tt8661306	1	3
tt8666110	tt8661306	1	4
tt8666112	tt8661306	1	5
tt8666116	tt8661306	1	6
tt8666118	tt8661306	1	7
tt8680794	tt8656264	\N	\N
tt8680800	tt8656264	\N	\N
tt8680804	tt8656264	\N	\N
tt8680812	tt8656264	\N	\N
tt8680816	tt8656264	\N	\N
tt8680834	tt8656264	\N	\N
tt8688538	tt8656264	\N	\N
tt8688540	tt8656264	\N	\N
tt8688546	tt8656264	\N	\N
tt8688552	tt8656264	\N	\N
tt8688554	tt8656264	\N	\N
tt8688556	tt8656264	\N	\N
tt8772978	tt5594490	4	1
tt8772992	tt5594490	4	2
tt8772994	tt5594490	4	3
tt8773000	tt5594490	4	4
tt8773006	tt5594490	4	5
tt8773008	tt5594490	4	6
tt8773014	tt5594490	4	7
tt8773016	tt5594490	4	8
tt8773022	tt5594490	4	9
tt8773026	tt5594490	4	10
tt8825336	tt8656264	\N	\N
tt8825338	tt8656264	\N	\N
tt8825342	tt8656264	\N	\N
tt8825356	tt8656264	\N	\N
tt8825360	tt8656264	\N	\N
tt8825366	tt8656264	\N	\N
tt8825368	tt8656264	\N	\N
tt8825370	tt8656264	\N	\N
tt8850236	tt8656264	\N	\N
tt8850240	tt8656264	\N	\N
tt8850248	tt8656264	\N	\N
tt8850252	tt8656264	\N	\N
tt8850256	tt8656264	\N	\N
tt8850262	tt8656264	\N	\N
tt8850268	tt8656264	\N	\N
tt8850278	tt8656264	\N	\N
tt8850280	tt8656264	\N	\N
tt8881248	tt0052507	3	21
tt8881254	tt0052507	3	22
tt8881264	tt0052507	3	23
tt8881294	tt0052507	3	24
tt8881310	tt0052507	3	25
tt8881312	tt0052507	3	26
tt8881318	tt0052507	3	27
tt8881322	tt0052507	3	28
tt8881358	tt0052507	3	29
tt8881368	tt0052507	3	30
tt8881384	tt0052507	3	31
tt8881396	tt0052507	3	32
tt8881406	tt0052507	3	33
tt8881648	tt0052507	4	12
tt8881650	tt0052507	4	13
tt8881654	tt0052507	4	15
tt8881656	tt0052507	4	17
tt8881658	tt0052507	4	18
tt8881660	tt0052507	4	14
tt8881664	tt0052507	4	16
tt8881668	tt0052507	4	19
tt8883240	tt0052507	5	33
tt8883266	tt0052507	5	30
tt8883340	tt0052507	5	27
tt8883392	tt0052507	5	24
tt8883404	tt0052507	5	21
tt8883406	tt0052507	5	18
tt8883408	tt0052507	5	15
tt8883410	tt0052507	5	13
tt8883416	tt0052507	5	10
tt8883418	tt0052507	5	7
tt8883424	tt0052507	5	4
tt8883428	tt0052507	5	2
tt9032094	tt8656264	\N	\N
tt9032100	tt8656264	\N	\N
tt9032104	tt8656264	\N	\N
tt9032108	tt8656264	\N	\N
tt9118980	tt0485763	1	1
tt9118986	tt0485763	1	88
tt9118988	tt0485763	1	2
tt9118990	tt0485763	1	3
tt9118992	tt0485763	1	4
tt9118994	tt0485763	1	5
tt9118998	tt0485763	1	6
tt9119000	tt0485763	1	7
tt9119002	tt0485763	1	8
tt9119004	tt0485763	1	9
tt9119006	tt0485763	1	10
tt9119008	tt0485763	1	11
tt9119010	tt0485763	1	12
tt9119012	tt0485763	1	13
tt9119014	tt0485763	1	14
tt9119016	tt0485763	1	15
tt9119018	tt0485763	1	17
tt9119020	tt0485763	1	16
tt9119022	tt0485763	1	18
tt9119024	tt0485763	1	19
tt9119026	tt0485763	1	20
tt9122270	tt0485763	1	21
tt9122272	tt0485763	1	22
tt9122274	tt0485763	1	23
tt9122276	tt0485763	1	24
tt9122278	tt0485763	1	26
tt9122280	tt0485763	1	25
tt9122282	tt0485763	1	27
tt9122284	tt0485763	1	28
tt9122286	tt0485763	1	29
tt9122288	tt0485763	1	30
tt9122290	tt0485763	1	31
tt9122292	tt0485763	1	32
tt9122294	tt0485763	1	33
tt9122296	tt0485763	1	34
tt9122298	tt0485763	1	35
tt9122300	tt0485763	1	36
tt9122302	tt0485763	1	37
tt9122304	tt0485763	1	38
tt9122306	tt0485763	1	39
tt9122308	tt0485763	1	40
tt9128148	tt0485763	1	41
tt9128150	tt0485763	1	42
tt9128152	tt0485763	1	43
tt9128154	tt0485763	1	44
tt9128156	tt0485763	1	45
tt9128160	tt0485763	1	47
tt9128164	tt0485763	1	46
tt9128166	tt0485763	1	48
tt9128168	tt0485763	1	49
tt9128170	tt0485763	1	50
tt9128172	tt0485763	1	51
tt9128174	tt0485763	1	53
tt9128176	tt0485763	1	52
tt9128178	tt0485763	1	54
tt9128180	tt0485763	1	55
tt9128182	tt0485763	1	57
tt9128184	tt0485763	1	56
tt9128186	tt0485763	1	58
tt9128188	tt0485763	1	59
tt9128192	tt0485763	1	60
tt9131882	tt0485763	1	61
tt9131884	tt0485763	1	62
tt9131886	tt0485763	1	63
tt9131888	tt0485763	1	64
tt9131894	tt0485763	1	65
tt9131896	tt0485763	1	66
tt9131898	tt0485763	1	67
tt9131900	tt0485763	1	68
tt9131902	tt0485763	1	69
tt9131904	tt0485763	1	70
tt9131906	tt0485763	1	71
tt9131908	tt0485763	1	72
tt9131910	tt0485763	1	73
tt9131912	tt0485763	1	74
tt9131914	tt0485763	1	75
tt9131916	tt0485763	1	76
tt9131918	tt0485763	1	77
tt9131920	tt0485763	1	78
tt9131922	tt0485763	1	79
tt9131924	tt0485763	1	80
tt9131926	tt0485763	1	81
tt9131928	tt0485763	1	82
tt9131930	tt0485763	1	83
tt9131932	tt0485763	1	84
tt9131936	tt0485763	1	85
tt9131938	tt0485763	1	86
tt9131940	tt0485763	1	87
tt9248094	tt8656264	\N	\N
tt9248096	tt8656264	\N	\N
tt9561652	tt5905344	1	1
tt9566410	tt5905344	1	2
tt9566424	tt5905344	1	3
tt9566436	tt5905344	1	4
tt9566458	tt5905344	1	5
tt9566466	tt5905344	1	6
tt9566472	tt5905344	1	7
tt9566478	tt5905344	1	8
tt9566480	tt5905344	1	9
tt9584212	tt5905344	1	10
tt9584222	tt5905344	1	11
tt9584232	tt5905344	1	12
tt9666072	tt2971420	\N	\N
tt9866214	tt9859616	1	1
tt9870074	tt9859616	1	2
tt9871264	tt9859616	1	3
tt9890866	tt8656264	\N	\N
