title_id	name_id	role_
tt1205862	nm2834012	
tt1205862	nm0742273	
tt1205862	nm2190872	
tt1205862	nm0903111	
tt1208180	nm0289710	
tt1208180	nm0191520	
tt1208180	nm0089454	
tt12097812	nm4414615	
tt12097812	nm11475936	
tt12097812	nm3766600	
tt12097812	nm7176962	
tt12145198	nm0528425	
tt12145198	nm0120326	
tt1215791	nm1787627	
tt1215791	nm7113264	
tt1215791	nm0547644	
tt12162614	nm0603083	
tt12162614	nm0209245	
tt12162614	nm0679233	
tt12162614	nm4307870	
tt12167680	nm0685123	
tt12167680	nm7396026	
tt12167680	nm7684077	
tt12167680	nm2842678	
tt12167680	nm0243476	Éramos Seis
tt12185676	nm0013793	
tt12185676	nm1204735	
tt12185676	nm0643732	
tt12185676	nm0945813	
tt1220214	nm0836343	
tt1220214	nm2008435	
tt1220214	nm0993242	
tt1220214	nm0758411	
tt12244308	nm0657145	
tt12244308	nm0472454	
tt12244308	nm1266427	
tt12244308	nm0938739	
tt1227403	nm2998784	
tt1227403	nm0924130	
tt1227403	nm1023938	
tt1227403	nm1017163	
tt1227403	nm0079815	
tt1227403	nm0092639	
tt1227403	nm0114603	
tt1227403	nm0171949	
tt12301068	nm0196466	
tt12301068	nm0657145	
tt12301068	nm1801973	
tt12301068	nm1680209	
tt12315772	nm7550132	
tt12329366	nm0485487	
tt12355050	nm1188012	
tt12370626	nm0005419	
tt12370626	nm0370257	
tt12376172	nm0886691	
tt12376172	nm0807109	
tt12376172	nm0771070	
tt12389846	nm11644002	
tt12389846	nm5985639	
tt12389846	nm8849686	
tt12389846	nm0021675	
tt12389846	nm11643760	
tt12389846	nm0110928	
tt12389846	nm11841515	
tt12389846	nm11789647	
tt12389846	nm6299694	
tt12404534	nm4332771	
tt12404534	nm6662430	
tt12404534	nm6857174	
tt12404534	nm3406682	
tt12411108	nm0228457	
tt12411108	nm3701409	
tt12411108	nm0188533	
tt12411108	nm0461032	
tt12411108	nm0515909	
tt12412470	nm2320146	
tt12412470	nm1545410	
tt12430108	nm0005419	
tt12430108	nm0370257	
tt12462560	nm0387617	
tt12462560	nm0746709	
tt12470532	nm2708412	
tt12507052	nm7287281	
tt12507052	nm4824204	
tt12507052	nm4490004	
tt12507052	nm3650388	
tt12507052	nm3221316	
tt12507052	nm4001362	
tt12507052	nm4581068	
tt12507052	nm4234608	
tt12507052	nm2218723	
tt12525718	nm2755092	
tt12525718	nm10586571	
tt12525718	nm11665972	
tt12525718	nm4922675	
tt12525718	nm11665973	
tt12525718	nm11665974	
tt12525718	nm11665975	
tt12578108	nm1702573	
tt12590964	nm11433745	
tt12610408	nm11646596	
tt12610408	nm6077165	
tt12613194	nm11482202	
tt1267743	nm1426628	
tt1267743	nm1659972	
tt1267743	nm1411610	
tt1267743	nm1732085	
tt1267743	nm0655759	
tt12717670	nm1280119	
tt12717670	nm2196882	
tt12717670	nm11738203	
tt12717670	nm5500918	
tt12724374	nm0939056	
tt12724374	nm0648665	
tt12724374	nm1167123	
tt12724374	nm1169881	
tt1272722	nm2076554	
tt1272722	nm0015769	
tt1272722	nm1471935	
tt1272722	nm0229302	
tt1272722	nm0460734	
tt1272722	nm0464710	
tt1272722	nm0515541	
tt12753538	nm9712004	
tt12753538	nm2526341	
tt12753538	nm3928718	
tt12753538	nm4625232	
tt12753538	nm3399189	
tt12753538	nm10359915	
tt12753538	nm1701992	
tt12753538	nm4735083	
tt12753538	nm11059593	
tt12753538	nm0874339	
tt12822258	nm0174030	
tt12822258	nm0282535	
tt12822258	nm0561928	
tt12860486	nm0447337	
tt12860486	nm1456580	
tt12860486	nm0444146	
tt12860486	nm0454593	
tt12860486	nm0461547	
tt12909894	nm1091813	
tt12909894	nm0080107	
tt12909894	nm0874656	
tt12909894	nm0323320	
tt12909894	nm1213676	
tt12909894	nm1213215	
tt12909894	nm1214079	
tt12909894	nm1214623	
tt12909894	nm1212490	
tt12909894	nm1212965	
tt12926310	nm0116573	
tt12926310	nm0203613	
tt1293222	nm0048220	
tt1293222	nm0119003	
tt1293222	nm0133597	
tt1293222	nm1494938	
tt12969738	nm11841564	
tt12969738	nm11841565	
tt12969738	nm11841205	
tt12969738	nm11839056	
tt12969738	nm11839057	
tt12969738	nm5175654	
tt12969738	nm11841072	
tt12969738	nm8376880	
tt12969738	nm11839052	
tt12969738	nm11841883	
tt12972546	nm2013463	
tt12989082	nm0864436	
tt13013496	nm0864436	
tt13039804	nm11864991	
tt13039804	nm11871359	
tt13039804	nm11844438	
tt13039804	nm11844434	
tt13039804	nm11844435	
tt13039804	nm11844436	
tt13039804	nm5175654	
tt13039804	nm11873432	
tt13039804	nm9558298	
tt13039804	nm11871358	
tt13076782	nm2376141	
tt13076782	nm0096099	
tt13076782	nm2743353	
tt13076782	nm2377665	
tt13105172	nm2069474	
tt13105172	nm3132250	
tt13105172	nm10976207	
tt13105172	nm2077513	
tt13105172	nm10176786	
tt13165642	nm0428360	
tt13231850	nm0004882	
tt13245588	nm0004957	
tt1324793	nm0825212	
tt13259794	nm6642750	
tt13259794	nm11071493	
tt13259794	nm0373434	
tt13259794	nm5496632	
tt13259794	nm7290094	
tt13259794	nm5243229	
tt13259794	nm9626367	
tt13280430	nm11980899	
tt13280430	nm11980897	
tt13280430	nm11980898	
tt13280430	nm11980896	
tt13282408	nm3134341	
tt13282408	nm5526298	
tt13282408	nm4823076	
tt13282408	nm1450429	
tt13291566	nm0001992	
tt13291566	nm0573012	
tt13301552	nm0001992	
tt13301552	nm0573012	
tt13345624	nm0004804	
tt13345624	nm1812287	
tt13345624	nm0336426	
tt13345624	nm3587540	
tt13345624	nm1757601	
tt13345624	nm11621530	
tt13373242	nm0001468	
tt13375278	nm6915294	
tt13375278	nm3960963	
tt1339724	nm2766691	
tt1339724	nm0598257	
tt1339724	nm0124240	
tt1339724	nm0178088	
tt1339724	nm2166391	
tt1339724	nm0533914	
tt1339724	nm0570975	
tt1339724	nm3564483	
tt13405980	nm1162391	
tt13428502	nm7889237	
tt13428502	nm10392762	
tt13467826	nm0741299	
tt13475040	nm0005092	
tt13500442	nm1313509	
tt13500442	nm0032643	
tt13518240	nm0005092	
tt13519242	nm0005092	
tt13527162	nm0403142	
tt13527162	nm0109604	
tt13529008	nm0537648	
tt13529008	nm0341737	
tt13529008	nm7592245	
tt13529008	nm0992370	
tt13538698	nm0403142	
tt13538698	nm0109604	
tt13546810	nm0672094	
tt13548788	nm0403142	
tt13548788	nm0109604	
tt13562588	nm12106753	
tt13562588	nm3340165	
tt13562588	nm12109423	
tt13562588	nm0354560	
tt13562588	nm2323311	
tt13562588	nm5619822	
tt13562588	nm0410914	
tt13562588	nm6046356	
tt13562588	nm6623474	
tt13562588	nm6655890	
tt13578912	nm0005092	
tt13588544	nm0717265	
tt13588544	nm0010075	
tt13588544	nm0019172	
tt13588544	nm0004817	
tt13588544	nm0177085	
tt13588544	nm0370905	
tt13588544	nm0432152	
tt13588544	nm0606691	
tt13588544	nm0005302	
tt13588544	nm0005340	
tt13601996	nm0646021	
tt13627112	nm4866340	
tt13627112	nm11229377	
tt13627112	nm11444222	
